>>>>>>
regional,ar,daily,2017-07-20
regional,ar,daily,2017-07-21
regional,ar,daily,2017-11-09
regional,ar,daily,2017-11-10
regional,ar,daily,2017-11-11
regional,ar,daily,2017-11-12
regional,ar,daily,2017-11-13
regional,ar,daily,2017-11-14
>>>>>>
regional,at,daily,2017-07-20
regional,at,daily,2017-07-21
regional,at,daily,2017-07-22
regional,at,daily,2017-07-23
>>>>>>
regional,au,daily,2017-07-20
regional,au,daily,2017-07-21
regional,au,daily,2017-07-22
regional,au,daily,2017-07-23
>>>>>>
regional,be,daily,2017-07-20
regional,be,daily,2017-07-21
regional,be,daily,2017-07-22
regional,be,daily,2017-07-23
>>>>>>
regional,bg,daily,2017-07-20
regional,bg,daily,2017-07-21
>>>>>>
regional,bo,daily,2017-07-20
regional,bo,daily,2017-07-21
regional,bo,daily,2017-11-09
regional,bo,daily,2017-11-10
regional,bo,daily,2017-11-11
regional,bo,daily,2017-11-12
regional,bo,daily,2017-11-13
regional,bo,daily,2017-11-14
>>>>>>
regional,br,daily,2017-07-20
regional,br,daily,2017-07-21
regional,br,daily,2017-07-22
regional,br,daily,2017-07-23
regional,br,daily,2018-01-09
regional,br,daily,2018-01-10
regional,br,daily,2018-01-11
regional,br,daily,2018-01-12
regional,br,daily,2018-01-13
regional,br,daily,2018-01-14
regional,br,daily,2018-01-15
regional,br,daily,2018-01-16
regional,br,daily,2018-01-17
regional,br,daily,2018-01-18
>>>>>>
regional,ca,daily,2017-07-20
regional,ca,daily,2017-07-21
regional,ca,daily,2017-07-22
regional,ca,daily,2017-07-23
>>>>>>
regional,ch,daily,2017-07-20
regional,ch,daily,2017-07-21
regional,ch,daily,2017-07-22
regional,ch,daily,2017-07-23
regional,ch,daily,2017-11-09
regional,ch,daily,2017-11-10
regional,ch,daily,2017-11-11
regional,ch,daily,2017-11-12
regional,ch,daily,2017-11-13
regional,ch,daily,2017-11-14
>>>>>>
regional,cl,daily,2017-07-20
regional,cl,daily,2017-07-21
regional,cl,daily,2017-07-23
regional,cl,daily,2017-11-09
regional,cl,daily,2017-11-10
regional,cl,daily,2017-11-11
regional,cl,daily,2017-11-12
regional,cl,daily,2017-11-13
regional,cl,daily,2017-11-14
regional,cl,daily,2018-01-01
>>>>>>
regional,co,daily,2017-07-20
regional,co,daily,2017-07-21
regional,co,daily,2017-07-22
regional,co,daily,2017-07-23
regional,co,daily,2017-11-09
regional,co,daily,2017-11-10
regional,co,daily,2017-11-11
regional,co,daily,2017-11-12
regional,co,daily,2017-11-13
regional,co,daily,2017-11-14
>>>>>>
regional,cr,daily,2017-07-20
regional,cr,daily,2017-07-21
regional,cr,daily,2017-07-22
regional,cr,daily,2017-07-23
regional,cr,daily,2017-11-09
regional,cr,daily,2017-11-10
regional,cr,daily,2017-11-11
regional,cr,daily,2017-11-12
regional,cr,daily,2017-11-13
regional,cr,daily,2017-11-14
>>>>>>
>>>>>>
regional,cz,daily,2017-05-10
regional,cz,daily,2017-07-20
regional,cz,daily,2017-07-21
regional,cz,daily,2017-07-22
regional,cz,daily,2017-07-23
regional,cz,daily,2018-10-17
>>>>>>
regional,de,daily,2017-07-20
regional,de,daily,2017-07-21
regional,de,daily,2017-07-22
regional,de,daily,2017-07-23
>>>>>>
regional,dk,daily,2017-05-10
regional,dk,daily,2017-07-20
regional,dk,daily,2017-07-21
regional,dk,daily,2017-07-22
regional,dk,daily,2017-07-23
>>>>>>
regional,do,daily,2017-01-01
regional,do,daily,2017-01-02
regional,do,daily,2017-01-03
regional,do,daily,2017-01-04
regional,do,daily,2017-01-05
regional,do,daily,2017-01-06
regional,do,daily,2017-01-07
regional,do,daily,2017-01-08
regional,do,daily,2017-01-09
regional,do,daily,2017-01-10
regional,do,daily,2017-01-11
regional,do,daily,2017-01-12
regional,do,daily,2017-01-13
regional,do,daily,2017-01-14
regional,do,daily,2017-01-15
